"","alien_7_gut","alien_392_gut","bugkiller_392_gut","bugkiller_600_gut","bugkiller_7_gut","scavenger_7_gut","scavenger_7_gut","bugkiller_392_gut","tigress_0_gut","halbarad_0_gut","halbarad_392_gut","bugkiller_0_gut","alien_7_gut","alien_2_gut","halbarad_7_gut","alien_392_gut","alien_7_gut","alien_378_gut","daisy_2_gut","peacemaker_7_gut","bugkiller_392_gut","alien_773_gut","alien_7_gut","peacemaker_392_gut","tigress_60_gut","daisy_0_gut","bugkiller_7_gut","bugkiller_7_gut","halbarad_7_gut","alien_392_gut","peacemaker_0_gut","scavenger_2_gut","alien_392_gut","scavenger_7_gut","alien_632_gut","alien_630_gut","alien_392_gut","bugkiller_392_gut","peacemaker_392_gut","peacemaker_392_gut","bugkiller_7_gut","alien_7_gut","bugkiller_7_gut","peacemaker_392_gut","peacemaker_392_gut","alien_376_gut","peacemaker_392_gut","alien_60_gut","alien_632_gut","scavenger_7_gut","bugkiller_7_gut","alien_376_gut","bugkiller_600_gut","peacemaker_392_gut","peacemaker_600_gut","alien_380_gut","bugkiller_392_gut","bugkiller_392_gut","alien_632_gut","halbarad_7_gut","bugkiller_392_gut","alien_7_gut","halbarad_392_gut","alien_377_gut","peacemaker_7_gut","bugkiller_773_gut","bugkiller_392_gut","bugkiller_392_gut","scavenger_0_gut","alien_392_gut","alien_60_gut","peacemaker_7_gut","peacemaker_392_gut","alien_7_gut","alien_637_gut","alien_630_gut","alien_392_gut","bugkiller_392_gut","bugkiller_392_gut","peacemaker_392_gut","scavenger_7_gut","alien_7_gut","alien_773_gut","halbarad_7_gut","alien_630_gut","bugkiller_2_gut","bugkiller_392_gut","peacemaker_2_gut","halbarad_7_gut","peacemaker_392_gut","scavenger_7_gut","daisy_60_gut","alien_378_gut","daisy_60_gut","tigress_2_gut","scavenger_7_gut","bugkiller_773_gut","alien_600_gut","scavenger_7_gut","peacemaker_392_gut","scavenger_0_gut","alien_632_gut","daisy_7_gut","peacemaker_0_gut","scavenger_7_gut","alien_392_gut","tigress_7_gut","bugkiller_392_gut","daisy_2_gut","scavenger_7_gut","halbarad_2_gut","alien_0_gut","alien_2_gut","bugkiller_7_gut","bugkiller_773_gut","alien_632_gut","bugkiller_392_gut","alien_7_gut","tigress_0_gut","bugkiller_7_gut","bugkiller_7_gut","daisy_7_gut","alien_392_gut","bugkiller_7_gut","alien_376_gut","alien_378_gut","alien_377_gut","scavenger_7_gut","alien_392_gut","scavenger_7_gut","peacemaker_7_gut","daisy_2_gut","alien_380_gut","alien_392_gut","peacemaker_392_gut","peacemaker_392_gut","alien_7_gut","halbarad_7_gut","alien_632_gut","halbarad_0_gut","alien_392_gut","alien_392_gut","alien_392_gut","alien_392_gut","tigress_2_gut","tigress_60_gut","alien_7_gut","bugkiller_2_gut","bugkiller_600_gut","bugkiller_600_gut","alien_377_gut","alien_600_gut","peacemaker_392_gut","peacemaker_7_gut","alien_376_gut","bugkiller_7_gut","alien_376_gut","bugkiller_392_gut","alien_0_gut","scavenger_7_gut","alien_60_gut","peacemaker_600_gut","daisy_60_gut","peacemaker_7_gut","halbarad_7_gut","alien_7_gut","tigress_0_gut","alien_392_gut","tigress_7_gut","peacemaker_392_gut","alien_632_gut","alien_0_gut","halbarad_392_gut","alien_7_gut","tigress_2_gut","scavenger_7_gut","scavenger_7_gut","peacemaker_392_gut","tigress_0_gut","peacemaker_7_gut","daisy_60_gut","alien_392_gut","alien_380_gut","daisy_2_gut","peacemaker_392_gut","alien_378_gut","bugkiller_392_gut","halbarad_392_gut","bugkiller_7_gut","peacemaker_7_gut","halbarad_392_gut","daisy_0_gut","alien_637_gut","scavenger_392_gut","tigress_60_gut","bugkiller_2_gut","alien_376_gut","bugkiller_392_gut","daisy_60_gut","alien_380_gut","scavenger_392_gut","peacemaker_0_gut","halbarad_7_gut","alien_2_gut","peacemaker_773_gut","bugkiller_0_gut","alien_392_gut","alien_380_gut","bugkiller_392_gut","bugkiller_7_gut","halbarad_7_gut","alien_392_gut","alien_392_gut","scavenger_2_gut","tigress_0_gut","halbarad_7_gut","alien_7_gut","alien_392_gut","alien_376_gut","alien_7_gut","daisy_7_gut","alien_392_gut","alien_392_gut","peacemaker_392_gut","halbarad_7_gut","daisy_60_gut","bugkiller_392_gut","tigress_2_gut","alien_392_gut","peacemaker_7_gut","alien_60_gut","bugkiller_392_gut","bugkiller_600_gut","scavenger_7_gut","bugkiller_2_gut","bugkiller_7_gut","tigress_0_gut","peacemaker_392_gut","peacemaker_2_gut","alien_392_gut","alien_376_gut","halbarad_7_gut","bugkiller_392_gut","peacemaker_2_gut","bugkiller_392_gut","scavenger_392_gut","alien_392_gut","alien_600_gut","tigress_60_gut","scavenger_0_gut","peacemaker_600_gut","bugkiller_392_gut","alien_392_gut","bugkiller_60_gut","tigress_0_gut","daisy_2_gut","scavenger_392_gut","alien_392_gut","alien_7_gut","bugkiller_600_gut","bugkiller_600_gut","bugkiller_60_gut","bugkiller_392_gut","halbarad_7_gut","peacemaker_392_gut","alien_392_gut","daisy_7_gut","peacemaker_392_gut","daisy_0_gut","bugkiller_60_gut","bugkiller_7_gut","alien_380_gut","alien_378_gut","peacemaker_392_gut","bugkiller_7_gut","alien_392_gut","tigress_60_gut","bugkiller_392_gut","peacemaker_7_gut","bugkiller_392_gut","halbarad_392_gut","bugkiller_392_gut","alien_7_gut","peacemaker_60_gut","alien_7_gut","peacemaker_392_gut","peacemaker_773_gut","alien_7_gut","peacemaker_7_gut","bugkiller_392_gut","bugkiller_392_gut","alien_392_gut","daisy_0_gut","peacemaker_392_gut","halbarad_7_gut","alien_773_gut","bugkiller_0_gut","halbarad_392_gut","bugkiller_392_gut","peacemaker_60_gut","alien_7_gut","bugkiller_7_gut","alien_392_gut","bugkiller_7_gut","alien_637_gut","halbarad_392_gut","daisy_60_gut","peacemaker_7_gut","alien_7_gut","bugkiller_392_gut","bugkiller_600_gut","scavenger_7_gut","daisy_2_gut","alien_632_gut","tigress_7_gut","peacemaker_7_gut","alien_392_gut","alien_377_gut","scavenger_0_gut","peacemaker_60_gut","alien_392_gut","bugkiller_7_gut","peacemaker_773_gut","alien_378_gut","bugkiller_392_gut","alien_600_gut","alien_7_gut","halbarad_0_gut","alien_378_gut","bugkiller_392_gut","alien_392_gut","alien_7_gut","peacemaker_392_gut","bugkiller_773_gut","bugkiller_392_gut","bugkiller_392_gut","bugkiller_60_gut","alien_392_gut","scavenger_7_gut","peacemaker_392_gut","bugkiller_392_gut","tigress_0_gut","alien_392_gut","alien_378_gut","peacemaker_7_gut","alien_392_gut","alien_2_gut","tigress_7_gut","peacemaker_392_gut","scavenger_7_gut","alien_0_gut","bugkiller_7_gut","alien_392_gut","alien_392_gut","peacemaker_7_gut","alien_380_gut","peacemaker_392_gut","alien_773_gut","alien_392_gut","alien_637_gut","daisy_2_gut","alien_392_gut","peacemaker_773_gut","bugkiller_392_gut","peacemaker_2_gut","alien_392_gut","scavenger_7_gut","peacemaker_392_gut","peacemaker_392_gut","bugkiller_392_gut","alien_392_gut","bugkiller_773_gut","bugkiller_7_gut","daisy_2_gut","bugkiller_392_gut","bugkiller_392_gut","bugkiller_7_gut","alien_380_gut","peacemaker_392_gut","bugkiller_392_gut","alien_392_gut","bugkiller_0_gut","peacemaker_392_gut"
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus",0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,1,0,0,2,0,0,0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_pyogenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales",3,0,3,0,1,1,1,1,0,0,3,0,0,1,0,0,0,4,0,1,0,1,1,1,0,0,2,1,3,2,3,0,1,0,1,1,0,2,1,0,1,0,0,0,0,1,0,2,1,0,1,3,0,1,4,0,1,2,0,0,2,1,1,0,3,1,3,0,1,1,3,1,0,0,2,1,0,0,2,0,0,0,0,0,4,1,3,3,3,1,1,3,3,1,1,1,1,1,0,2,2,0,0,6,0,0,1,1,0,0,0,3,1,1,0,0,1,1,2,0,4,1,0,0,3,0,2,0,1,0,3,1,0,3,3,2,1,1,2,0,1,0,1,1,3,2,0,2,0,0,1,3,1,6,1,3,1,3,4,0,5,4,0,2,2,0,1,2,4,1,0,1,0,3,3,2,1,2,1,2,2,0,3,1,0,0,1,2,1,2,2,2,1,1,3,0,2,1,2,0,4,2,1,2,2,1,0,1,1,0,2,0,1,1,0,0,1,1,1,1,2,1,0,0,2,0,1,1,0,1,0,0,0,0,1,3,0,1,2,0,3,0,4,1,0,1,0,4,1,0,6,2,0,0,4,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,2,3,3,1,0,3,0,4,1,0,1,1,1,4,1,0,1,1,1,0,0,1,0,6,1,2,0,2,3,0,1,3,0,0,0,0,0,1,1,0,0,0,1,4,0,3,4,1,0,3,0,1,0,1,0,1,0,0,0,1,1,0,0,0,3,1,0,2,5,0,4,2,1,1,0,1,1,1,4,1,1,0,1,5,1,1,2,0,3,1,1,0,3,1,1,1,2,0,2,5,0,3,0,3,1,1,0
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__butyrate-producing_bacterium_M50/1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae",0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Butyricicoccus",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Butyricicoccus;s__Butyricicoccus_pullicaecorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0
"sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp._826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
